Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
2192,MARCH RD btwn CARLING AVE/STATION RD & 280 S OF CARLING AVE/STATION RD,350918.0681,5022232.731,-75.91155898,45.33852642,2014-10-23,8:41,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,South March
2193,MACKENZIE KING BRIDGE @ MACKENZIE KING BRIDGE,368166.1728,5031865.449,-75.69026543,45.42385321,2014-01-21,16:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Sandy Hill
2194,OLD TENTH LINE RD @ TENTH LINE RD,383041.0512,5038357.533,-75.49917817,45.48075786,2014-01-24,19:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Queenswood Heights
2195,MEADOWLANDS DR/TALLWOOD DR @ WOODROFFE AVE,363056.939,5022730.783,-75.7566268,45.34210493,2014-02-11,16:45,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Crestview - Meadowlands
2196,MARCH RD @ SOLANDT RD,350489.6085,5022708.093,-75.9169817,45.34283186,2014-03-17,16:25,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,South March
2197,210 W OF MERIVALE RD @ WEST HUNT CLUB RD,365429.8028,5021829.021,-75.72646167,45.33378992,2014-10-05,10:32,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
2198,HIGHWAY 417 btwn HWY417 IC124 RAMP76 & HWY417 IC124 RAMP67,364176.4544,5027207.293,-75.7418049,45.38229009,2014-08-24,22:17,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,06 - SMV unattended vehicle,Westboro
2199,BANK ST btwn BILLINGS TRANSIT & OHIO ST,369521.7248,5027658.479,-75.67349729,45.38587627,2014-06-04,9:40,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Alta Vista
2200,BASELINE RD btwn ROCKWAY CRES & SOUTHWOOD DR,361209.0899,5022946.357,-75.78017934,45.34419568,2014-06-11,17:38,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Iris
2201,BAYSHORE DR @ BAYSHORE CS,359143.6802,5023738.575,-75.80644642,45.35148712,2014-01-24,14:34,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Bayshore
2202,MORNINGDOVE DR @ PANMURE RD,332451.4668,5022442.028,-76.1471649,45.34138065,2014-01-25,18:10,01 - Clear,03 - Loose snow,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Car
2203,BLACKBURN BYPASS EB btwn 1700 W OF NAVAN RD & NAVAN RD,379556.8215,5033192.399,-75.54452562,45.43466765,2014-02-26,3:44,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Greenbelt
2204,CYRVILLE RD @ INNES RD,375048.6748,5031118.139,-75.60243318,45.41647203,2014-10-31,12:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
2205,HOLLAND AVE @ WELLINGTON ST,364929.7014,5029151.145,-75.73195046,45.39971623,2014-06-18,16:07,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Island Park
2206,ANDERSON RD btwn INNES RD & DESJARDINS ST,376538.6974,5031676.798,-75.58331626,45.42134733,2014-01-30,13:56,05 - Drifting Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching,Greenbelt
2207,HIGHWAY 416 btwn HWY416 IC66 RAMP53 & HWY416 IC57 RAMP34,364193.9502,5008944.383,-75.74376929,45.2179596,2014-08-07,17:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,New Barrhaven
2208,HIGHWAY 417 btwn HWY417 IC117 RAMP51 & HWY417 IC117 RAMP35,371041.1643,5031303.102,-75.65360646,45.41852712,2014-08-29,15:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
2209,HIGHWAY 417 btwn HWY417 IC122 RAMP15 & HWY417 IC121B RAMP51,365743.8072,5029146.977,-75.72155319,45.39960834,2014-08-29,22:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,04 - Sideswipe,Civic Hospital - Experimental Farm - Central Park
2210,ALBERT ST @ LYON ST,367063.6641,5031220.066,-75.7044342,45.41814526,2014-10-16,12:16,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Downtown
2211,KIRKWOOD AVE @ LAPERRIERE AVE,364520.6441,5026957.711,-75.73744042,45.38001514,2014-10-18,15:21,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Carlington
2212,MEADOWLANDS DR/TALLWOOD DR @ WOODROFFE AVE,363056.6896,5022730.969,-75.75662996,45.34210662,2014-10-18,15:24,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Crestview - Meadowlands
2213,FERNBANK RD btwn DWYER HILL RD & MUNSTER RD,345117.8841,5006989.094,-75.98680057,45.20171482,2014-06-23,3:23,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
2214,SMYTH RD E/LANCASTER RD @ ST. LAURENT BLVD N/R,373363.3042,5029424.669,-75.62420011,45.40140217,2014-10-26,20:55,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Sheffield Glen
2215,BOOTH ST @ CARLING AVE,367094.7119,5029106.078,-75.70430465,45.39912144,2014-01-11,8:30,04 - Freezing Rain,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Centretown West
2216,MONTGOMERY ST @ MONTREAL RD,369813.7126,5032921.07,-75.66907493,45.43320009,2014-01-28,18:33,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Vanier South
2217,HIGHWAY 417 btwn HWY417 IC126 RAMP25 & HWY417 IC124 RAMP57,363339.2829,5026059.904,-75.75263008,45.3720365,2014-08-14,19:04,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Carlington
2218,HWY416 IC75B RAMP25 btwn HWY416 IC75C RAMP24 & HWY417 IC131 RAMP55,358563.8351,5022744.327,-75.81395416,45.34258554,2014-09-01,16:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
2219,ELGIN ST btwn WELLINGTON ST & LAWRENCE FREIMAN LANE (1),367814.2037,5031824.709,-75.69476789,45.42351844,2014-09-04,12:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Downtown
2220,NOTRE DAME ST W @ ST. JOSEPH BLVD,379542.841,5036268.066,-75.544237,45.46234173,2014-10-18,16:02,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Chapel Hill
2221,BANK ST @ 80 S OF HUNT CLUB RD/TOWNGATE PLAZA ,371688.0648,5024096.569,-75.64631824,45.35362397,2014-11-28,19:27,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,South Keys - Heron Gate - Greenboro West
2222,DUNROBIN RD @ KINBURN SIDE RD,338032.4492,5035932.004,-76.07504383,45.4625259,2014-06-26,16:58,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Woodlawn
2223,BANK ST @ GLADSTONE AVE,367916.7064,5030561.125,-75.69362003,45.41213989,2014-01-21,13:47,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Centretown
2224,NELSON ST @ STEWART ST,368769.7487,5032290.105,-75.68249817,45.42761918,2014-01-31,15:48,03 - Snow,05 - Packed snow,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Sandy Hill
2225,RIVERSIDE DR @ HERON RD,368120.1548,5026646.746,-75.69152342,45.37690108,2014-12-12,23:27,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Riverside Park
2226,HIGHWAY 417 btwn HWY417 IC131 RAMP53 & HWY417 IC131 RAMP51,358020.0006,5022732.038,-75.82089451,45.34251643,2014-08-16,15:32,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
2227,BANK ST @ 80 S OF HUNT CLUB RD/TOWNGATE PLAZA ,371688.0648,5024096.569,-75.64631824,45.35362397,2014-10-16,16:07,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,South Keys - Heron Gate - Greenboro West
2228,MANOTICK STATION RD btwn HERBERTS CORNERS RD & SNAKE ISLAND RD,376409.758,5006551.919,-75.58859401,45.1952971,2014-10-18,16:48,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Kars - Osgoode
2229,BILLINGS BRIDGESC RAMP NB @ RIVERSIDE DR EB,369082.9685,5027763.329,-75.67908601,45.38686009,2014-11-02,18:26,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Alta Vista
2230,SLATER ST btwn O'CONNOR ST & METCALFE ST,367606.672,5031465.022,-75.69746544,45.42030076,2014-02-06,6:53,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,02 - Non-fatal injury,04 - Sideswipe,Downtown
2231,HWY 417 ST.LAURE IC115R51 @ ST. LAURENT BLVD,372530.744,5031410.922,-75.63456076,45.41935462,2014-01-16,9:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
2232,HIGHWAY 417 btwn HWY417 IC112 RAMP66 & HWY417 IC112 RAMP56,374316.9644,5030999.733,-75.6117978,45.41547975,2014-08-14,1:53,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Industrial Park
2233,HIGHWAY 417 btwn HWY417 IC134 RAMP35 & HWY417 IC134 RAMP25,356870.9131,5022473.299,-75.8355835,45.34027451,2014-08-31,18:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
2234,RICHMOND RD btwn STINSON AVE & STAFFORD RD,358105.735,5021068.191,-75.81997981,45.32753853,2014-11-03,16:17,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Bells Corners East
2235,"EGLISE, RUE DE L @ MONTREAL RD",371157.9265,5033634.644,-75.65180053,45.43949424,2014-01-28,17:40,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Vanier South
2236,DUNROBIN RD @ MARCH RD,347175.5509,5026066.961,-75.95898053,45.37326385,2014-12-17,17:30,03 - Snow,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Carp - Hardwood Plains
2237,INNES RD @ TENTH LINE RD,383949.8601,5036160.036,-75.48790889,45.46088438,2014-12-19,13:33,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Queenswood Heights
2238,WEST HUNT CLUB RD @ ROYDON PL/SUNDERLAND ST,365974.6715,5022169.008,-75.71946865,45.33680179,2014-11-29,14:39,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Industrial Park
2239,WALKLEY RD btwn CONROY RD & HARDING RD,372916.0741,5027472.557,-75.63018167,45.38388157,2014-10-18,18:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,04 - Sideswipe,Elmvale - Eastway - Riverview - Riverview Park West
2240,DUNDONALD DR @ GREENBANK RD,365090.6441,5012122.311,-75.73196813,45.24647859,2014-07-24,16:07,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,New Barrhaven
2241,RIVERSIDE DR @ BROOKFIELD RD/HOG'S BACK RD,368167.711,5026222.997,-75.69097065,45.373084,2014-11-25,0:08,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Riverside Park
2242,MARCH RD @ MORGAN'S GRANT WAY/SHIRLEY'S BROOK ,349663.5094,5023618.935,-75.92743991,45.35108114,2014-11-27,19:05,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Morgan's Grant
2243,BASELINE RD @ GREENBANK RD,360596.7342,5022582.125,-75.78803391,45.3409673,2014-11-08,16:46,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Qualicum - Redwood Park
2244,BASELINE RD @ WOODROFFE AVE,362548.7263,5023769.059,-75.76298995,45.35148928,2014-02-12,12:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Iris
2245,EAGLESON RD @ COPE DR/CADENCE GT,354620.0585,5016027.674,-75.86495029,45.28243908,2014-02-10,9:23,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Bridlewood - Emerald Meadows
2246,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,363858.2041,5029968.287,-75.74553786,45.40715992,2014-09-04,17:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Island Park
2247,LAURIER AVE   E btwn NICHOLAS ST & WALLER ST,368410.2627,5031826.761,-75.6871516,45.42348296,2014-10-01,15:58,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Sandy Hill
2248,HUNTMAR DR btwn RICHARDSON SIDE RD & HUNTMAR DR,348340.6518,5018836.619,-75.94474239,45.3081319,2014-10-18,22:05,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Stittsville - Basswood
2249,COBBLE HILL DR @ MARAVISTA DR,361396.5871,5014648.178,-75.77873451,45.26951335,2014-12-14,10:08,01 - Clear,02 - Wet,,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Munster Hamlet - Richmond
2250,RIVERSIDE DR @ PLEASANT PARK RD,369561.251,5028415.496,-75.67289324,45.39268401,2014-01-01,0:00,01 - Clear,06 - Ice,01 - Traffic signal,03 - At intersection,00 - Unknown,02 - Non-fatal injury,02 - Angle,Alta Vista
2251,HERON RD WB btwn PRINCE OF WALES DR & HERON RD WB ON RAMP/VINCENT MASS,367137.124,5026485.428,-75.70409397,45.37553773,2014-02-01,19:30,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Civic Hospital - Experimental Farm - Central Park
2252,BRONSON AVE @ COMMISSIONER ST/SLATER ST,366769.6693,5030949.05,-75.7082244,45.41573284,2014-02-09,23:32,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Byward Market - Parliament Hill
2253,FERNBANK RD @ MUNSTER RD,345217.5645,5007064.946,-75.98552566,45.20239167,2014-10-17,9:18,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Munster Hamlet - Richmond
2254,WOODROFFE AVE btwn BASELINE RD & WOODROFFE AVE,362554.4408,5023752.928,-75.76291891,45.35134367,2014-08-26,8:50,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Crestview - Meadowlands
2255,ALBERT ST @ LYON ST,367064.6004,5031219.109,-75.70442235,45.41813656,2014-12-16,11:20,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Downtown
2256,HILSON AVE @ RICHMOND RD,363874.6578,5028703.997,-75.74547913,45.3957827,2014-01-05,11:42,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Westboro
2257,BASELINE RD btwn ST. HELEN'S PL & CLYDE AVE,364232.195,5024810.378,-75.74138159,45.36071829,2014-02-21,16:18,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Braemar Park - Bel Air Heights - Copeland Park
2258,BYRON AVE @ ROOSEVELT AVE,363036.6533,5028060.103,-75.75625748,45.39005924,2014-02-26,14:44,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Carlingwood - McKellar Park - Laurentien View
2259,HWY417 IC129 RAMP61 btwn HWY417 IC129 RAMP63 & HIGHWAY 417,360601.9146,5023713.873,-75.78784013,45.35115033,2014-08-21,13:20,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Whitehaven - Queensway Terrace North
2260,COLONEL BY DR @ ECHO DR N,368780.6617,5030492.079,-75.68259221,45.41144018,2014-09-18,7:44,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Old Ottawa East
2261,OTTAWA RIVER PKWY @ ISLAND PARK DR,363299.6454,5029454.038,-75.75273378,45.40257971,2014-09-19,20:59,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Westboro
2262,WEST HUNT CLUB RD EB btwn 354 E OF WOODROFFE AVE/REC PATH & CLEOPATRA ,365167.0895,5021702.277,-75.72982862,45.33267214,2014-10-07,11:03,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
2263,LANARK AVE/WEST VILLAGE PRIV @ SCOTT ST,363623.2788,5028914.038,-75.7486645,45.39769377,2014-10-17,9:46,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Westboro
2264,TERRY FOX DR @ WESTPHALIAN AVE,353455.2261,5015759.789,-75.87982363,45.28011017,2014-10-20,17:22,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Glen Cairn - Kanata South Business Park
2265,COVENTRY RD @ VANIER PKWY,370675.4348,5031612.178,-75.65823772,45.42134259,2014-12-19,15:19,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Overbrook
2266,BILBERRY DR btwn DU BOIS AVE N & JEANNE D'ARC BLVD N,381212.6986,5038524.646,-75.5225361,45.48246391,2014-01-08,20:09,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,06 - SMV unattended vehicle,Orleans South West
2267,KERWIN RD btwn MOWBRAY ST & FIFTH LINE RD,347107.8659,5027928.074,-75.95968514,45.39001465,2014-01-11,20:30,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Carp - Hardwood Plains
2268,CORDOVA ST @ WITHROW AVE,363962.6508,5023807.026,-75.74494195,45.35171305,2014-02-26,16:55,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Crestview - Meadowlands
2269,PINECREST RD @ RICHMOND RD,360072.6705,5024471.994,-75.79450922,45.35801381,2014-02-28,0:34,05 - Drifting Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Whitehaven - Queensway Terrace North
2270,COLONEL BY DR @ ECHO DR S,368540.8124,5028770.122,-75.68587876,45.39596845,2014-09-26,16:10,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Old Ottawa South
2271,COLONEL BY DR btwn UNIVERSITY RD & COLONEL BY DR SB ON RAMP 43,367580.2423,5028386.274,-75.69819514,45.39260148,2014-10-06,18:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Carleton University
2272,AVIATION PKWY @ HEMLOCK RD NB ONRAMP,371561.3004,5035248.198,-75.64642616,45.45397382,2014-10-07,16:07,01 - Clear,01 - Dry,03 - Yield sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Gloucester
2273,WOODROFFE AVE NB btwn SPORTSPLEX N & TRANSIT,363777.9693,5021038.448,-75.74762874,45.32681718,2014-10-07,16:31,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
2274,RICHMOND RD @ EDGEWORTH AVE/MCEWEN AVE,361075.7081,5025883.528,-75.78154686,45.37063492,2014-10-17,11:36,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Woodroffe - Lincoln Heights
2275,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE,364246.1693,5030225.769,-75.74055104,45.40944385,2014-11-19,17:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,03 - Rear end,Island Park
2276,MEADOWLANDS DR btwn CLAYMOR AVE & DEBRA AVE,367165.0514,5025555.064,-75.7038549,45.36716405,2014-08-24,14:49,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Carleton Heights - Rideauview
2277,BRANDYWINE CRT @ VAN VLIET RD,369343.4066,5010115.997,-75.67805867,45.2280488,2014-10-16,7:13,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,03 - Dawn,02 - Non-fatal injury,07 - SMV other,Manotick
2278,BLAIR PL @ OGILVIE RD,374799.7225,5033371.1,-75.60529345,45.43676789,2014-01-13,14:45,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Beacon Hill South - Cardinal Heights
2279,MERIVALE RD @ WEST HUNT CLUB RD,365613.6591,5021942.98,-75.72410217,45.3347994,2014-01-16,16:43,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Industrial Park
2280,CATHCART ST @ KING EDWARD AVE SB/MACDONALD-CAR,368088.339,5033095.204,-75.6911019,45.43492516,2014-03-04,7:26,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Lower Town
2281,HOLLAND AVE btwn WELLINGTON ST W & BYRON AVE,364961.2722,5029086.188,-75.73155516,45.39912905,2014-02-03,17:02,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,05 - Dusk,02 - Non-fatal injury,02 - Angle,Island Park
2282,REGIONAL ROAD 174 btwn FAUBERT ST & EAST ST,390417.3576,5042703.731,-75.40408222,45.51899409,2014-11-19,8:34,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Cumberland - Estates
2283,CLARENCE ST    E btwn COBOURG ST & END,368934.5075,5033048.515,-75.68029408,45.43442798,2014-12-10,17:38,03 - Snow,03 - Loose snow,10 - No control,04 - At/near private drive,07 - Dark,02 - Non-fatal injury,07 - SMV other,Lower Town
2284,HIGHWAY 417 btwn HWY417 IC124 RAMP76 & HWY417 IC124 RAMP67,364202.0468,5027248.051,-75.74147323,45.38265466,2014-08-22,15:13,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Westboro
2285,OTTAWA RIVER PKWY @ REMIC RAPIDS ENT/TUNNEY'S ,364263.2714,5030246.672,-75.74033005,45.40963048,2014-08-20,16:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Island Park
2286,PARKGLEN DR @ WOODROFFE AVE,362889.6518,5023126.031,-75.75871483,45.34567521,2014-10-17,12:09,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Crestview - Meadowlands
2287,TIMM DR btwn EAGLESON RD & HAANEL DR,353709.111,5019605.303,-75.87620843,45.31469534,2014-10-30,7:19,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
2288,BOOTH ST @ OTTAWA RIVER PKWY/WELLINGTON ST,366263.75,5031007.448,-75.71468054,45.41630291,2014-11-10,9:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,LeBreton Flats
2289,MCCARTHY RD @ WALKLEY RD,369248.7672,5025301.948,-75.67729015,45.36469808,2014-08-26,20:51,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Riverside Park
2290,DEAKIN ST @ PRINCE OF WALES DR,367392.6388,5021522.042,-75.70146028,45.33085544,2014-10-16,15:25,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Industrial Park
2291,RUSSELL RD btwn ST. LAURENT BLVD & SOUTHVALE CRES,373577.3068,5029254.976,-75.62149051,45.39985436,2014-01-19,17:44,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Sheffield Glen
2292,MCARTHUR AVE @ VANIER PKWY,370218.705,5032692.032,-75.6639298,45.43110153,2014-01-15,15:25,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Vanier South
