Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
1194,JOCKVALE RD/RIDEAU VALLEY DR @ PRINCE OF WALES,366708.9762,5012195.037,-75.71134536,45.2469925,7/25/2015,18:46,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,New Barrhaven
1195,BRONSON AVE @ HOLMWOOD AVE,367701.4284,5028728.913,-75.69660387,45.39567357,8/24/2015,12:25,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,The Glebe
1196,ATHLONE AVE @ BYRON AVE,363523.4156,5028273.189,-75.7500162,45.3919359,9/1/2015,16:49,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Westboro
1197,PRINCE OF WALES DR @ MERIVALE RD,367448.2699,5017616.1,-75.70124451,45.29570538,9/5/2015,20:56,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Greenbelt
1198,REGIONAL RD 174 @ TRIM RD,384352.574,5039989.98,-75.48213992,45.49529683,9/8/2015,12:37,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Chatelaine Village
1199,SMYTH RD E/LANCASTER RD @ ST. LAURENT BLVD N/R,373364.921,5029424.83,-75.62417943,45.40140346,9/12/2015,17:21,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sheffield Glen
1200,AYLMER AVE @ BANK ST,368672.9917,5028729.904,-75.68419589,45.39559454,7/28/2015,20:27,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Old Ottawa South
1201,ANDERSON RD @ RIDGE RD,379028.316,5028509.613,-75.55198481,45.39259135,8/24/2015,13:26,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Greenbelt
1202,ALBION RD @ BANK ST,371947.2304,5024130.161,-75.64300636,45.35390145,8/24/2015,13:31,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Emerald Woods - Sawmill Creek
1203,PRINCE OF WALES DR @ MERIVALE RD,367449.7113,5017616.1,-75.70122613,45.29570525,8/25/2015,9:41,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Greenbelt
1204,INNES RD btwn PRESTWICK DR & TENTH LINE RD,383754.8911,5036077.145,-75.49041489,45.46016066,8/31/2015,17:17,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,Queenswood Heights
1205,DWYER HILL RD btwn DWYER HILL RD & O'NEIL RD,350972.2524,4995333.48,-75.9133619,45.09647243,9/9/2015,16:05,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
1206,INNES RD @ STAR TOP RD/WINDMILL LANE,374147.7258,5030665.479,-75.6140069,45.4124891,8/24/2015,9:52,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Industrial Park
1207,BELFAST RD @ ST. LAURENT BLVD,372860.0034,5030576.76,-75.63046929,45.41181727,8/24/2015,12:24,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Industrial Park
1208,HERON RD WB btwn RIVERSIDE DR & BRONSON AVE RAMP 36,368318.5824,5026672.086,-75.68898688,45.37711112,9/10/2015,7:22,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Riverside Park
1209,ELGIN ST @ LISGAR ST,368074.7112,5031345.936,-75.69150079,45.41918709,9/12/2015,19:39,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Centretown
1210,CLEGG ST btwn MARLOWE CRES & END,369450.8243,5030028.984,-75.67409193,45.40721183,9/12/2015,20:11,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Old Ottawa East
1211,TERRY FOX DR @ FERNBANK RD,354303.2749,5015130.744,-75.86907749,45.27439067,9/13/2015,16:48,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Stittsville - Basswood
1212,DWYER HILL RD btwn PURDY RD & DWYER HILL RD,351029.5046,4995571.18,-75.9126126,45.09860766,7/31/2015,16:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Munster Hamlet - Richmond
1213,BASELINE RD @ WOODROFFE AVE,362550.7879,5023769.846,-75.76296355,45.3514962,8/6/2015,10:41,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Iris
1214,WURTEMBURG ST btwn LAFRAMBOISE PL & CLARENCE ST E,369108.8477,5033286.633,-75.67803495,45.43655446,8/25/2015,9:59,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Lower Town
1215,IRIS ST btwn TO BE DETERMINED & SOUTHWOOD DR,360768.6171,5023405.22,-75.78574772,45.3483598,1/1/2015,8:44,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Iris
1216,MURRAY ST btwn DALHOUSIE ST & CUMBERLAND ST,368086.2765,5032628.02,-75.69118831,45.43072179,7/8/2015,17:31,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Byward Market
1217,WEST HUNT CLUB RD @ ROYDON PL/SUNDERLAND ST,365974.4283,5022170.571,-75.71947155,45.33681587,8/24/2015,14:49,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
1218,PINECREST RD/HWY 417 PINECRE IC129R63 @ TRANSI,360388.3853,5023677.018,-75.79056918,45.35083567,9/10/2015,11:02,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Whitehaven - Queensway Terrace North
1219,LAURIER AVE @ 89 E OF WALLER ST,368515.6778,5031898.849,-75.68579536,45.42412199,6/25/2015,12:28,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Sandy Hill
1220,ST. JOSEPH BLVD @ DUFORD DR/PLACE D'ORLEANS DR,381996.0148,5037995.507,-75.51260066,45.477617,8/24/2015,15:06,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Queenswood Heights
1221,KING EDWARD AVE SB btwn YORK ST & GEORGE ST,368395.9884,5032585.914,-75.68723596,45.43031484,8/31/2015,22:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Byward Market
1222,KATIMAVIK RD @ CHIMO DR E/HEARST WAY,352958.3578,5019613.93,-75.88578221,45.31482486,7/28/2015,16:54,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Katimavik - Hazeldean
1223,BRIAN GOOD AVE @ EARL ARMSTRONG RD,368110.0352,5014834.153,-75.69316285,45.27061443,8/26/2015,23:48,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Greenbelt
1224,BLAIR RD btwn OR174 IC112 RAMP15 & MEADOWBROOK RD,375170.23,5032345.083,-75.600705,45.42749918,8/28/2015,8:55,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,Greenbelt
1225,CLYDE AVE btwn CLYDE AVE & STARWOOD RD,364396.1808,5024802.945,-75.73928949,45.36063749,8/7/2015,17:50,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,Crestview - Meadowlands
1226,HERON RD btwn ALTA VISTA DR & FINN CRT,370510.0197,5026903.618,-75.66097849,45.37899228,8/24/2015,16:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,04 - Sideswipe,Alta Vista
1227,NELSON ST @ RIDEAU ST,368651.7018,5032497.87,-75.68397966,45.42949936,8/24/2015,16:11,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Lowe
1228,BANK ST @ LISGAR ST,367603.9931,5031064.209,-75.69755075,45.41669461,8/26/2015,10:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Centretown
1229,STRANDHERD @ KENNEVALE DR,361491.2748,5014100.153,-75.77759046,45.26457454,8/23/2015,10:17,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Munster Hamlet - Richmond
1230,BOOTH ST @ CARLING AVE,367096.1533,5029106.2,-75.70428622,45.39912241,7/23/2015,10:34,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Centretown West
1231,PERCY ST btwn GILMOUR ST & JAMES ST,367237.0488,5030363.624,-75.70232751,45.4104238,9/1/2015,8:20,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Centretown
1232,BANK ST btwn STRATHCONA AVE & PATTERSON AVE,368143.755,5030018.108,-75.69078932,45.40723348,9/11/2015,14:54,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,The Glebe
1233,FALLOWFIELD RD @ WOODROFFE AVE,365085.8707,5017903.55,-75.731327,45.2984985,7/5/2015,8:52,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,Greenbelt
1234,EARL ARMSTRONG RD @ SPRATT RD,368396.7091,5015011.069,-75.68948712,45.27218043,5/28/2015,8:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Greenbelt
1235,CARP RD @ ROTHBOURNE RD,348253.5717,5014875.796,-75.94619981,45.27249644,9/14/2015,13:46,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Stittsville
1236,ST. LAURENT BLVD @ THURSTON DR,373689.1981,5027496.947,-75.62030691,45.38402541,9/14/2015,15:48,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Industrial Park
1237,ASHENVALE WAY btwn EMERILLON RIDGE & RAVENSWOOD WAY,385758.3818,5034938.504,-75.46498812,45.44968698,3/25/2015,16:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Avalon
1238,RICHMOND RD @ HOLLY ACRES RD/NANAIMO DR,359057.9509,5022748.136,-75.80764911,45.34258177,8/26/2015,15:56,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Greenbelt
1239,BASELINE RD @ GREENBANK RD,360598.405,5022584.14,-75.78801236,45.3409853,6/26/2015,17:03,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,Qualicum - Redwood Park
1240,MURRAY ST btwn CUMBERLAND ST & KING EDWARD AVE,368276.4048,5032743.189,-75.68874383,45.43174081,8/27/2015,17:56,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Byward Market
1241,ABBEYHILL DR btwn ALDBURN PL & SHERWOOD ST,353352.9174,5017470.83,-75.88096017,45.29551361,9/11/2015,15:32,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Glen Cairn - Kanata South Business Park
1242,RIDGEWOOD AVE @ RIVERSIDE DR,368280.7047,5025609.893,-75.68960697,45.36755723,7/11/2015,17:02,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Riverside Park
1243,CARLING AVE @ WOODROFFE AVE W,361768.4043,5025724.432,-75.7727225,45.36914742,7/23/2015,8:50,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,02 - Angle,Carlingwood West - Glabar Park - McKellar Heights
1244,MCTEER RD @ REGIONAL RD 174,394937.0912,5043119.634,-75.34616384,45.52216615,9/14/2015,18:51,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Cumberland - Estates
1245,BASELINE RD btwn NAVAHO DR & COLLEGE SQUARE SC,362912.7177,5023989.759,-75.75831901,45.35344506,9/14/2015,17:01,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Braemar Park - Bel Air Heights - Copeland Park
1246,BANK ST @ LEITRIM RD,375357.7542,5021619.137,-75.59984157,45.33097346,8/26/2015,17:15,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Greenbelt
1247,CHAPMAN MILLS DR @ BEATRICE DR,365540.5419,5014924.706,-75.7258949,45.27165585,8/27/2015,18:59,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,New Barrhaven
1248,JEANNE D'ARC BLVD @ FORTUNE DR/VINEYARD DR,379239.1457,5037381.531,-75.54795127,45.47239227,8/27/2015,19:24,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Orleans South West
1249,ROGER GUINDON AVE btwn PETER MORAND CRES & PETER MORAND CRES,371919.7697,5029588.357,-75.64261485,45.40301485,9/2/2015,16:01,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Elmvale - Eastway - Riverview - Riverview Park West
1250,BEECHWOOD AVE btwn MACKAY ST & SPRINGFIELD RD,369193.0782,5033602.081,-75.6769172,45.43938498,9/11/2015,18:18,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Vanier North
1251,LEMIEUX ST @ ST. LAURENT BLVD,372390.2833,5031743.645,-75.63630966,45.42236189,7/29/2015,11:10,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Overbrook
1252,BLAIR RD @ INNES RD,375578.7349,5031438.474,-75.59561544,45.41930081,7/23/2015,14:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Greenbelt
1253,JEANNE D'ARC BLVD @ FORTUNE DR/VINEYARD DR,379238.7286,5037374.517,-75.54795767,45.47232921,8/26/2015,18:36,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Orleans South West
1254,INNES RD btwn CASABELLA DR & ORCHARDVIEW AVE,384639.7416,5036466.333,-75.47903902,45.46356165,8/27/2015,22:35,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Fallingbrook
1255,ST. LAURENT BLVD @ WALKLEY RD,373902.0294,5028045.053,-75.61751271,45.38893606,9/1/2015,18:35,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Urbandale
1256,WOODKILTON RD btwn KINBURN SIDE RD & VANCES SIDE RD,337595.9916,5034361.275,-76.08072958,45.44841269,9/2/2015,17:04,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Woodlawn
1257,CLOVER ST @ HERON RD,369293.2359,5026765.324,-75.67653149,45.37786102,9/2/2015,21:28,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Alta Vista
1258,DUROCHER ST @ MONTREAL RD,370135.9878,5033101.946,-75.66493244,45.4347975,8/22/2015,13:14,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Vanier
1259,GREENBANK RD @ STRANDHERD DR,363933.6839,5014784.778,-75.74638829,45.27053373,9/1/2015,20:05,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,New Barrhaven
1260,MURRAY ST @ PARENT AVE,367862.1642,5032488.686,-75.69407007,45.42948836,9/5/2015,3:09,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Byward Market
1261,DALHOUSIE ST @ ST. ANDREW ST,367869.9849,5032784.666,-75.69393222,45.43215078,9/11/2015,20:11,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Lower Town
1262,ELGIN ST btwn ARGYLE AVE & CATHERINE ST,368535.2523,5030605.136,-75.68571259,45.41247982,9/17/2015,8:50,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Golden Triangle
1263,GEORGE ST @ 26 W OF BYWARD MARKET/FREIMAN MALL,367999.6794,5032196.068,-75.69235036,45.42684307,8/8/2015,13:21,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Byward Market
1264,BANK ST @ MCLEOD ST,367948.7099,5030485.771,-75.69322085,45.41145899,8/11/2015,20:19,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,07 - Dark,02 - Non-fatal injury,02 - Angle,Centretown
1265,GREENBANK RD @ CANFIELD RD/CRAIG HENRY DR,361105.7159,5021364.01,-75.78167841,45.32996605,4/2/2015,9:35,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sheahan Estates - Trend Village - Arlington Woods
1266,MERIVALE RD @ CLEOPATRA DR,365951.667,5021122.007,-75.71989149,45.32738302,4/7/2015,16:37,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
1267,REGIONAL ROAD 174 btwn OR174 IC109 RAMP64 & OR174 IC105 RAMP16,377297.3402,5035847.807,-75.57300914,45.45879716,2/21/2015,15:03,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenbelt
1268,CARDEVCO RD @ CARP RD,345930.7169,5017480.483,-75.97558657,45.29607416,3/20/2015,9:01,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,99 - Other,Stittsville - Basswood
1269,CYRVILLE RD btwn INNES RD & END,375075.1121,5031065.15,-75.60210299,45.41599261,6/20/2015,14:51,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Industrial Park
1270,MITCH OWENS RD @ DOZOIS RD/LIMEBANK RD,371672.2041,5012108.165,-75.64813755,45.24575677,5/27/2015,17:37,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Manotick
1271,MONTREAL RD @ DEN HAAG DR/LANG'S RD,372385.9973,5034220.503,-75.63602442,45.44464787,7/9/2015,23:31,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Carson Grove - Carson Meadows
1272,PRINCE OF WALES DR btwn FOREST HILL AVE & BASELINE RD/HERON RD,366849.2729,5026345.93,-75.70778636,45.37430811,3/23/2015,15:39,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Civic Hospital - Experimental Farm - Central Park
1273,FISHER AVE btwn TRENT ST & 220 S OF TRENT ST,365790.9066,5026910.882,-75.721228,45.37948435,6/22/2015,19:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Civic Hospital - Experimental Farm - Central Park
1274,BANK ST @ CECIL AVE,369945.4331,5026989.906,-75.66817529,45.3798214,7/2/2015,23:55,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Alta Vista
1275,CASTLEFRANK RD @ HAZELDEAN RD,352679.3195,5017676.409,-75.88952806,45.29740968,6/17/2015,22:45,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Glen Cairn - Kanata South Business Park
1276,TENTH LINE RD btwn 275 N OF DES EPINETTES AVE/FALLINGBROOK SC & DES EP,383597.8826,5037000.583,-75.49227419,45.46848665,5/29/2015,15:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Orlans
1277,PARENT AVE @ ST. PATRICK ST,367822.423,5032555.962,-75.69456929,45.43009727,7/17/2015,23:22,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Byward Market
1278,MARCH RD btwn TALL FOREST DR & TALL FOREST DR,343781.5524,5023229.056,-76.00253469,45.34792451,2/21/2015,13:00,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Carp - Hardwood Plains
1279,AIRPORT PKWY btwn RAMP & TO BE DETERMINED,369928.7971,5025696.84,-75.6685582,45.36818834,2/21/2015,12:54,03 - Snow,03 - Loose snow,10 - No control,06 - Underpass or tunnel,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
1280,ISABELLA ST/HWY417 IC119AR75 @ METCALFE ST,368448.9135,5030399.729,-75.68684207,45.4106395,4/3/2015,12:34,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,The Glebe
1281,CLEMENTINE BLVD @ HERON RD,369546.7569,5026787.861,-75.67329184,45.37804042,2/21/2015,15:50,02 - Rain,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Alta Vista
1282,CRESTHAVEN DR @ STRANDHERD DR,366814.3881,5015028.673,-75.70964898,45.27248015,3/27/2015,18:35,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,03 - Rear end,Chapman Mills - Rideau Crest - Davidson Heights
1283,HUNT CLUB RD @ UPLANDS DR,370157.4479,5023121.852,-75.66597997,45.34499807,6/25/2015,13:55,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Hunt Club East - Western Community
1284,COLONEL BY DR @ MAIN ST,368858.983,5030913.493,-75.68153692,45.41522475,2/24/2015,16:20,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Old Ottawa East
1285,ARMSTRONG ST @ BAYVIEW RD,365687.6288,5030022.05,-75.72216265,45.40748692,2/21/2015,12:42,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,01 - Approaching,Centretow
1286,HUNT CLUB RD @ LORRY GREENBERG DR/SABLE RIDGE ,372824.2179,5024808.338,-75.63172141,45.35991891,2/21/2015,10:09,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Greenboro East
1287,GREENBANK RD @ BERRIGAN DR/WESSEX RD,363721.754,5015275.943,-75.74903065,45.27497103,2/19/2015,11:43,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,New Barrhaven
1288,RICHMOND RD btwn TURN LANE & JOHN SUTHERLAND DR,358737.7077,5022044.4,-75.81181195,45.33627422,2/19/2015,11:54,01 - Clear,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,01 - Approaching,Greenbelt
1289,CEDARVIEW RD btwn CAMBRIAN RD & STRANDHERD DR,362909.6033,5011981.679,-75.75976609,45.24539662,4/3/2015,20:09,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,New Barrhaven
1290,BLAIR RD @ REGIONAL RD 174 S/OR174 IC112 RAMP15,374907.3895,5032662.319,-75.60401839,45.43037989,3/31/2015,14:14,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Pineview
1291,CLARKE AVE @ ST. LAURENT BLVD,371733.7574,5033352.144,-75.64447939,45.43689755,3/31/2015,14:21,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Cummings
1292,WOODROFFE AVE @ SPORTSPLEX N,363762.9416,5021068.315,-75.74781687,45.32708719,6/26/2015,8:25,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
1293,WEST HUNT CLUB RD @ CLEOPATRA DR/LANCELOT DR,365234.9793,5021732.134,-75.72895891,45.33293495,6/27/2015,15:56,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Tanglewood
1294,JEANNE D'ARC BLVD @ VORLAGE DR W/VOYAGEUR WAY,379265.8642,5037744.345,-75.54755461,45.47565374,6/30/2015,16:54,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Orleans South West
1295,HUNT CLUB RD btwn DAZE ST & TURN LANE,371551.0788,5024019.029,-75.64807684,45.35293934,6/12/2015,11:51,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,03 - Rear end,South Keys - Heron Gate - Greenboro West
1296,ROCKCLIFFE WAY @ SPRINGFIELD RD,369108.095,5034345.325,-75.67790623,45.44608021,6/5/2015,17:45,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Lindenlea
