Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
3632,COLONIAL RD btwn BIRCHGROVE RD & CANAAN RD,397946.1505,5035314.943,-75.30913405,45.45155567,2016-04-11,8:55,02 - Rain,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Navan - Vars
3633,COLONIAL RD btwn DESSAINT ST & SARSFIELD RD,394954.2162,5034091.275,-75.34760198,45.44093906,2016-06-25,21:58,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Navan - Vars
3634,COLONIAL RD btwn FRANK KENNY RD & ROCKDALE RD,391096.1955,5032501.776,-75.39718641,45.4271254,2016-05-02,14:46,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Cumberland - Estates
3635,COLONIAL RD btwn LAFLEUR RD & BIRCHGROVE RD,397574.5965,5035159.126,-75.3139127,45.45020327,2016-09-10,11:27,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Navan - Vars
3636,COLONNADE RD    N btwn CITIPLACE DR & COLONNADE RD S,367136.4423,5023260.103,-75.70450948,45.34651701,2016-12-07,16:05,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle,Navan - Vars
3637,COLONNADE RD @ MERIVALE RD,365365.3513,5022544.082,-75.72719637,45.34022952,2016-10-15,12:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Cumberland - Estates
3638,COLONNADE RD @ MERIVALE RD,365363.4755,5022545.155,-75.72722018,45.34023933,2016-07-02,13:31,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3639,COLONNADE RD @ MERIVALE RD,365362.0387,5022543.254,-75.72723874,45.34022235,2016-10-13,7:48,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Tanglewood
3640,COLONNADE RD @ MERIVALE RD,365363.7011,5022544.259,-75.72721741,45.34023125,2016-11-24,15:56,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,03 - Rear end,Tanglewood
3641,COLONNADE RD @ PRINCE OF WALES DR,367394.194,5023263.05,-75.7012202,45.34652057,2016-02-25,20:28,04 - Freezing Rain,06 - Ice,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,99 - Other,Tanglewood
3642,COLONNADE RD @ PRINCE OF WALES DR,367395.5398,5023265.274,-75.70120275,45.34654046,2016-10-28,8:00,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Tanglewood
3643,COLONNADE RD @ PRINCE OF WALES DR,367394.9363,5023266.516,-75.70121029,45.34655169,2016-03-29,17:04,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3644,COLONNADE RD @ PRINCE OF WALES DR,367398.6397,5023267.496,-75.70116291,45.34656018,2016-02-08,10:03,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3645,COLONNADE RD @ PRINCE OF WALES DR,367394.053,5023267.614,-75.70122142,45.34656165,2016-08-28,12:03,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
3646,COLONNADE RD @ PRINCE OF WALES DR,367394.9371,5023267.193,-75.70121019,45.34655778,2016-06-10,13:07,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3647,COLONNADE RD @ PRINCE OF WALES DR,367394.4921,5023266.736,-75.70121593,45.34655371,2016-09-29,16:39,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
3648,COLONNADE RD @ PRINCE OF WALES DR,367393.6139,5023266.297,-75.70122719,45.34654984,2016-01-13,7:07,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,03 - Dawn,03 - P.D. only,05 - Turning movement,Industrial Park
3649,COLONNADE RD @ PRINCE OF WALES DR,367394.4861,5023266.291,-75.70121606,45.3465497,2016-05-31,12:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3650,COLONNADE RD @ PRINCE OF WALES DR,367395.3934,5023266.062,-75.70120451,45.34654756,2016-07-22,12:47,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3651,COLONNADE RD @ PRINCE OF WALES DR,367397.1961,5023264.446,-75.70118172,45.34653286,2016-10-12,18:40,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,03 - Rear end,Industrial Park
3652,COLONNADE RD @ PRINCE OF WALES DR,367393.8834,5023268.586,-75.70122346,45.34657041,2016-12-13,13:18,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3653,COLONNADE RD @ PRINCE OF WALES DR,367394.7116,5023267.758,-75.701213,45.34656288,2016-12-06,11:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3654,COLONNADE RD btwn MERIVALE RD & COLONNADE RD N,365685.4215,5022691.569,-75.72309456,45.34152888,2016-05-26,17:07,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
3655,COMFREY CRES btwn CLUBMOSS AVE N & CLUBMOSS AVE S,386311.4319,5035857.582,-75.45776651,45.45789166,2016-06-12,2:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Industrial Park
3656,COMO CRES btwn TRENHOLM LANE & VARENNES BLVD (1),385009.401,5037960.099,-75.4740689,45.47695878,2016-05-11,12:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
3657,COMPASS ST/MARKINCH RD @ RENAUD RD,382358.0101,5033070.714,-75.50874781,45.43326775,2016-02-24,15:40,04 - Freezing Rain,04 - Slush,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Notting Hill
3658,COMPATA WAY @ GLEN PARK DR,377925.063,5032585.688,-75.56546856,45.4293814,2016-04-15,8:15,01 - Clear,01 - Dry,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Fallingbrook
3659,CONCORD ST @ HAVELOCK ST,369113.3448,5030946.515,-75.67828304,45.41549854,2016-12-06,14:50,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Chapel Hill South
3660,CONCORD ST @ LEES AVE,369246.9458,5030701.204,-75.6766083,45.41327903,2016-05-17,10:48,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Blackburn Hamlet
3661,CONLEY RD btwn COPELAND RD & FRANKTOWN RD,352991.7861,5002845.465,-75.88698061,45.16393438,2016-09-13,18:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Old Ottawa East
3662,CONOVER ST @ ELVASTON AVE,361837.0202,5021330.27,-75.77235341,45.3296034,2016-10-16,18:49,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,Old Ottawa East
3663,CONOVER ST btwn CHARING RD & ARDELL GRV,361904.1991,5021569.567,-75.77146884,45.33175113,2016-01-18,18:03,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Munster Hamlet - Richmond
3664,CONOVER ST btwn ELVASTON AVE & CHARING RD,361834.179,5021367.306,-75.77238539,45.32993688,2016-07-16,13:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
3665,CONROY RD @ 212 N OF HUNTCLUB RD,373681.6324,5025601.01,-75.62066795,45.36696733,2016-01-27,16:48,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
3666,CONROY RD @ DAVIDSON RD N,374572.833,5023515.28,-75.6095868,45.34811268,2016-03-24,18:12,04 - Freezing Rain,04 - Slush,02 - Stop sign,02 - Intersection related,05 - Dusk,02 - Non-fatal injury,07 - SMV other,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
3667,CONROY RD @ DAVIDSON RD N,374572.6538,5023515.291,-75.60958908,45.34811279,2016-09-29,8:04,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Greenboro East
3668,CONROY RD @ DAVIDSON RD N,374572.6806,5023515.778,-75.60958867,45.34811717,2016-08-23,14:15,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
3669,CONROY RD @ DAVIDSON RD N,374573.0929,5023514.851,-75.60958354,45.34810879,2016-12-19,8:35,03 - Snow,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Greenbelt
3670,CONROY RD @ HUNT CLUB RD,373761.4886,5025405.649,-75.61967591,45.3652017,2016-01-14,20:35,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Greenbelt
3671,CONROY RD @ HUNT CLUB RD,373763.5127,5025404.523,-75.61965023,45.36519137,2016-06-17,5:16,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,03 - Dawn,02 - Non-fatal injury,02 - Angle,Greenbelt
3672,CONROY RD @ HUNT CLUB RD,373763.9595,5025405.181,-75.61964443,45.36519725,2016-12-19,17:52,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Greenboro East
3673,CONROY RD @ HUNT CLUB RD,373763.6431,5025402.992,-75.61964878,45.36517758,2016-09-22,8:36,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3674,CONROY RD @ HUNT CLUB RD,373763.9595,5025403.864,-75.61964462,45.3651854,2016-10-01,22:19,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Greenboro East
3675,CONROY RD @ HUNT CLUB RD,373764.1935,5025404.033,-75.61964161,45.36518689,2016-01-26,11:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3676,CONROY RD @ HUNT CLUB RD,373764.3986,5025404.303,-75.61963895,45.3651893,2016-01-28,19:09,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Greenboro East
3677,CONROY RD @ HUNT CLUB RD,373763.9595,5025404.303,-75.61964456,45.36518935,2016-01-31,1:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Greenboro East
3678,CONROY RD @ HUNT CLUB RD,373763.9655,5025403.846,-75.61964454,45.36518523,2016-03-29,12:46,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3679,CONROY RD @ HUNT CLUB RD,373764.4134,5025403.849,-75.61963883,45.36518522,2016-04-05,15:04,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3680,CONROY RD @ HUNT CLUB RD,373764.5457,5025404.055,-75.61963711,45.36518706,2016-04-13,15:24,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3681,CONROY RD @ HUNT CLUB RD,373763.74,5025403.192,-75.61964751,45.36517937,2016-02-25,9:04,04 - Freezing Rain,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3682,CONROY RD @ HUNT CLUB RD,373763.5145,5025404.297,-75.61965024,45.36518934,2016-06-13,13:36,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Greenboro East
3683,CONROY RD @ HUNT CLUB RD,373763.0957,5025405.131,-75.61965547,45.36519688,2016-03-08,9:59,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Greenboro East
3684,CONROY RD @ HUNT CLUB RD,373764.5682,5025403.281,-75.61963693,45.36518009,2016-11-07,15:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3685,CONROY RD @ HUNT CLUB RD,373764.5682,5025404.109,-75.61963681,45.36518754,2016-11-08,12:12,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3686,CONROY RD @ HUNT CLUB RD,373762.0837,5025402.452,-75.61966876,45.36517288,2016-12-19,14:16,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3687,CONROY RD @ HUNT CLUB RD,373764.5682,5025403.281,-75.61963693,45.36518009,2016-12-29,12:33,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
3688,CONROY RD @ HUNT CLUB RD,373765.3963,5025404.109,-75.61962624,45.36518746,2016-12-01,17:14,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Greenboro East
3689,CONROY RD @ JOHNSTON RD,373396.9164,5026308.555,-75.62420391,45.37336145,2016-01-04,21:16,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Greenboro East
3690,CONROY RD @ JOHNSTON RD,373397.7539,5026308.696,-75.6241932,45.37336264,2016-11-26,14:22,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Greenboro East
3691,CONROY RD @ JOHNSTON RD,373396.1307,5026308.685,-75.62421392,45.3733627,2016-05-10,16:12,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Hunt Club
3692,CONROY RD @ KINGSDALE AVE,374318.527,5024120.728,-75.61274664,45.3535855,2016-11-15,21:38,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Hunt Club
3693,CONROY RD @ LORRY GREENBERG DR,373568.6452,5025877.953,-75.62207161,45.36947024,2016-07-30,0:28,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,02 - Angle,Hunt Club
3694,CONROY RD @ LORRY GREENBERG DR,373569.3083,5025879.305,-75.62206296,45.36948234,2016-04-21,0:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,00 - Unknown,03 - P.D. only,07 - SMV other,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
3695,CONROY RD @ QUEENSDALE AVE,374350.0835,5024041.441,-75.61235509,45.35286898,2016-12-08,22:16,03 - Snow,06 - Ice,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,03 - Rear end,Greenboro East
3696,CONROY RD @ ST. LAURENT BLVD,373070.6261,5027158.643,-75.62825174,45.38104206,2016-10-21,13:22,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Greenboro East
3697,CONROY RD @ ST. LAURENT BLVD,373068.8311,5027158.847,-75.62827463,45.38104407,2016-07-18,18:21,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
3698,CONROY RD @ ST. LAURENT BLVD,373068.8698,5027159.521,-75.62827404,45.38105013,2016-11-18,14:35,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Industrial Park
3699,CONROY RD @ ST. LAURENT BLVD,373069.9675,5027158.06,-75.62826023,45.38103687,2016-08-12,21:35,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Industrial Park
3700,CONROY RD @ ST. LAURENT BLVD,373069.742,5027159.527,-75.6282629,45.3810501,2016-06-20,9:52,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3701,CONROY RD @ ST. LAURENT BLVD,373068.8698,5027159.082,-75.6282741,45.38104618,2016-11-11,18:04,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Industrial Park
3702,CONROY RD @ ST. LAURENT BLVD,373069.748,5027159.082,-75.62826289,45.38104609,2016-11-11,18:45,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Industrial Park
3703,CONROY RD @ THURSTON DR,373203.1972,5026795.417,-75.62660945,45.37776097,2016-12-06,9:36,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Industrial Park
3704,CONROY RD @ THURSTON DR,373205.0039,5026795.653,-75.62658636,45.37776292,2016-12-21,10:33,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
3705,CONROY RD @ WALKLEY RD,372904.3885,5027463.753,-75.63033209,45.38380349,2016-03-10,15:54,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Industrial Park
3706,CONROY RD @ WALKLEY RD,372903.9421,5027463.751,-75.63033779,45.38380351,2016-07-18,15:58,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Industrial Park
3707,CONROY RD @ WALKLEY RD,372904.4548,5027462.554,-75.63033141,45.38379269,2016-11-04,17:07,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,02 - Non-fatal injury,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3708,CONROY RD @ WALKLEY RD,372904.8462,5027463.531,-75.63032628,45.38380145,2016-04-19,16:43,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3709,CONROY RD @ WALKLEY RD,372903.9421,5027463.312,-75.63033785,45.38379956,2016-02-19,8:40,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3710,CONROY RD @ WALKLEY RD,372902.5507,5027462.75,-75.63035569,45.38379464,2016-07-22,8:50,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Elmvale - Eastway - Riverview - Riverview Park West
3711,CONROY RD @ WALKLEY RD,372903.4981,5027464.205,-75.6303434,45.38380764,2016-02-16,13:00,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3712,CONROY RD @ WALKLEY RD,372904.4731,5027464.657,-75.63033088,45.38381161,2016-01-17,16:20,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3713,CONROY RD @ WALKLEY RD,372904.8945,5027465.094,-75.63032544,45.3838155,2016-04-02,13:38,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3714,CONROY RD @ WALKLEY RD,372903.935,5027464.515,-75.63033777,45.38381039,2016-02-23,12:31,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3715,CONROY RD @ WALKLEY RD,372903.4986,5027464.203,-75.63034339,45.38380762,2016-03-29,18:15,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,Elmvale - Eastway - Riverview - Riverview Park West
3716,CONROY RD @ WALKLEY RD,372903.9889,5027463.798,-75.63033719,45.38380393,2016-02-09,10:45,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3717,CONROY RD @ WALKLEY RD,372905.283,5027464.21,-75.63032061,45.38380751,2016-09-26,15:48,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3718,CONROY RD @ WALKLEY RD,372904.399,5027462.855,-75.63033208,45.38379541,2016-06-02,18:38,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Elmvale - Eastway - Riverview - Riverview Park West
3719,CONROY RD @ WALKLEY RD,372903.064,5027463.312,-75.63034906,45.38379965,2016-10-11,1:58,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Elmvale - Eastway - Riverview - Riverview Park West
3720,CONROY RD @ WALKLEY RD,372903.6267,5027464.21,-75.63034175,45.38380767,2016-10-27,17:45,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3721,CONROY RD @ WALKLEY RD,372905.0559,5027464.198,-75.63032351,45.38380743,2016-12-06,10:30,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Elmvale - Eastway - Riverview - Riverview Park West
3722,CONROY RD @ WALKLEY RD,372903.7226,5027463.058,-75.63034069,45.3837973,2016-12-19,6:27,01 - Clear,05 - Packed snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Elmvale - Eastway - Riverview - Riverview Park West
3723,CONROY RD @ WALKLEY RD,372902.8944,5027461.461,-75.63035148,45.38378301,2016-12-07,7:35,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,03 - Dawn,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
3724,CONROY RD btwn 212 N OF HUNT CLUB RD & HUNT CLUB RD,373742.4157,5025452.783,-75.61991278,45.36562767,2016-05-01,23:11,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Elmvale - Eastway - Riverview - Riverview Park West
3725,CONROY RD btwn 212 N OF HUNT CLUB RD & HUNT CLUB RD,373756.0101,5025420.731,-75.61974373,45.36533794,2016-05-13,13:51,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Elmvale - Eastway - Riverview - Riverview Park West
3726,CONROY RD btwn 212 N OF HUNT CLUB RD & HUNT CLUB RD,373756.7148,5025419.891,-75.61973485,45.36533031,2016-11-26,9:50,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Greenboro East
3727,CONROY RD btwn BANK ST & TO BE DETERMINED,375070.2046,5022297.135,-75.60341335,45.33710266,2016-07-03,2:08,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Greenboro East
3728,CONROY RD btwn CONROY RD & ROSEBELLA AVE,373964.7619,5024942.33,-75.61714619,45.36101292,2016-01-12,22:06,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenboro East
3729,CONROY RD btwn CONROY RD & ROSEBELLA AVE,374286.0537,5024196.341,-75.61315041,45.35426906,2016-02-24,16:12,04 - Freezing Rain,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
3730,CONROY RD btwn CONROY RD & ROSEBELLA AVE,373958.0396,5024980.185,-75.61722669,45.36135419,2016-12-11,21:58,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,01 - Approaching,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
3731,CONROY RD btwn CONROY RD & ROSEBELLA AVE,373864.0255,5025178.283,-75.61839891,45.36314586,2016-12-12,8:40,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
3732,CONROY RD btwn DAVIDSON RD & PARK LANE,374650.2947,5023330.325,-75.6086245,45.34644082,2016-04-27,21:46,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
3733,CONROY RD btwn HUNT CLUB RD & CONROY RD,373805.0133,5025315.39,-75.61913297,45.3643853,2016-09-15,12:20,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
3734,CONROY RD btwn HUNT CLUB RD & CONROY RD,373769.7438,5025392.14,-75.61957242,45.36507934,2016-01-08,14:56,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Greenbelt
3735,CONROY RD btwn HUNT CLUB RD & CONROY RD,373767.9575,5025394.978,-75.61959483,45.36510505,2016-03-01,15:07,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Greenboro East
3736,CONROY RD btwn HUNT CLUB RD & CONROY RD,373766.755,5025395.617,-75.61961009,45.36511092,2016-04-23,9:13,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Greenboro East
3737,CONROY RD btwn WALKLEY RD & ST. LAURENT BLVD,372923.9473,5027432.071,-75.63008673,45.38351652,2016-01-16,12:02,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Greenboro East
